element_type,osmid,name,tourism,geometry,access,barrier,bicycle,foot,horse,historic,name:en,ruins,start_date,website,wikidata,wikipedia,description,note,amenity,building,denomination,religion,wheelchair,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,contact:phone,fee,man_made,tower:type,entrance,source,source:date,url,castle_type,attraction,memorial,leisure,sport,natural,disused:natural,archaeological_site,opening_hours,site_type,nodes,email,hearing_loop,height,phone,roof:height,roof:shape,url:miserend,alt_name,ele,name:nl,name:tr,area,highway,surface,landuse,heritage,addr:suburb,architect,animal,ways,dog,name:de,type,locomotive:type,ref,waterway,inscription,survey:date,aerialway,is_in,addr:conscriptionnumber,addr:housename,addr:province,architect:wikipedia,building:levels,url:mma,url:muemlekem,url:viztorony,place,reservation,closest_town,contact:appstore,contact:email,contact:facebook,contact:googleplay,contact:press,contact:radio,contact:soundcloud,contact:youtube,contact:youtube2,official_name,operator,historic:civilization,check_date,display,material,support,visibility,artist_name,description:de,description:en,denotation,leaf_cycle,leaf_type,addr:place,mapillary,name:hu,image,fixme,service_times,url:gc,addr:district,url:geocaching,layer,tunnel,bridge,building:part,observatory:type,roof:colour,source:name,FIXME,intermittent,genus,species,smoking,age,species:hu,url:blog,postal_code,surveillance,surveillance:type,telescope:diameter,telescope:type,video,wall,addr:hamlet,old_name,geological,disused:man_made,contact:website,operator:type,wheelchair:description,name:sk,drinking_water,toilets:disposal,building:colour,location,military,bunker_type,building:architecture,geocaching,local_name,stop_date,description:hu,url:tuhu,contact:mobile,smoothness,date,check_date:opening_hours,contact:instagram,contact:phone_1,opening_hours:url,payment:maestro,payment:mastercard,payment:visa,name:pl,payment:debit_cards,fortification_type,toilets:wheelchair,social_facility,social_facility:for,url:muemlekem.hu,bridge:structure,admin_level,charge,url:műemlékem,capacity,disused:tourism,facebook,url:visegrad,source:geometry,building:condition,url:varak,created_by,contact:foursquare,contact:tripadvisor,cuisine,ref:google,name:es,name:ko,name:ru,name:it,club,free_refill,free_refill_note,live_music,music,outdoor_seating,artwork_type,cave:features,cave:ref,disused,name:ro,name:zh,circumference,diameter_crown,species:ru,protect_class,wikimedia_commons,level,tomb,camera:type,internet_access,internet_access:fee,loc_name,public_transport,railway,railway:name:VPE,railway:ref,railway:ref:DB,train,uic_name,uic_ref,url:turistautak,url:iho,url:kozterkep,remark,operator:de,operator:en,operator:fr,operator:hr,operator:it,operator:ro,operator:sk,operator:sr,seamark:rock:water_level,seamark:type,barometer,hygrometer,thermometer,abandoned:building,abandoned:military,protection_title,taxon,historic:period,url:biatorbágy,url:ertektar,collection,name:ja,aeroway,aircraft:type,razed:tourism,brand,theatre:genre,name:eo,name:fr,zoo,aircraft:model,construction_date,name:cs,name:pt,source:height,official_name:de,alt_name:de,alt_name:en,architect:wikidata,status,internet_access:ssid,old_name:1958-1999,roof:levels,name:el,contact:twitter,garden:type,building:material,building:min_level,name:he,name:uk,name:af,name:an,name:bg,name:ca,name:da,name:eu,name:fi,name:hy,name:id,name:mk,name:sl,name:sr,name:sr-Latn,name:sv,url:ef,url:ertekletar,alt_name:cs,int_name,opening_hours_1,phone:mobile,url:historicgarden,url:2,diocese,name:etymology:wikidata,wheelchair:description:de,url:limes_pannonia,addr:subdistrict,url:BME,url:regitemplomok,url:tok,building:cladding,headframe,resource,cutline,xmas:feature,church,delivery,payment:american_express,payment:amex,payment:cards,payment:cash,payment:coins,payment:electronic_purses,payment:visa_electron,takeaway,species:wikidata,contact:webcam,government,office,short_name,fax,bath:type,telecom,boat,water,lit,url:velenceito,accuracy,ref:hu_geocaching,url:egkep,pump,conscriptionnumber,url:kastelyok,tower:construction,worship,landmark,lanes,maxspeed,priority,source:maxspeed,designation,is_in:zoo,GPS,roof:material,url:geocaching.hu,artwork_subject,fence_type,alt_phone,windmill:vanes,water_slide,heritage:website,opening_hours:office,mineshaft_type,abandoned:railway,incline,length,tracktype,name:la,url:mult,url:wikimapia,ref:ksh,wikidata:2,wikipedia:2,manufacturer:wikidata,maxweight,maxwidth,description:ar,description:bg,description:cz,description:es,description:fi,description:fr,description:gr,description:hr,description:il,description:it,description:ja,description:nl,description:pl,description:ro,description:ru,description:sk,description:sl,description:sr,description:zh,ship:type,website:2,website:3,functional,url:egykor,disused:railway,network,shelter,craft,shop,telescope,telescope:usage,url:bnpi,pump:status,heritage:operator,maxweight:signed,oneway,note:hu,ref:HU:vatin,openplaques:id,boundary,genus:en,genus:hu,planted_by,planted_date,url:epulettar,url:archeodatabase,url:epiteszforum,url:mtak,url:museum,url:sulinet,bottle,fountain,astronomy,min_height,url:darksky,self_service,toilets,old_addr:housenumber,old_addr:street,mtb:scale,sac_scale,url:library_hun,url:templomrom,url:turautak,drinking_water:legal,water_characteristic,product,url:geopark,colour,year_of_construction,community,monastery:type,wikipedia:en,changing_table,operator:addr,ref:vatin,maxheight,embankment,abandoned,abandoned:highway,source:ref,format,format:top,seasonal,trees,motorcar,abandoned:man_made,building:flats,branch,brand:wikidata,brand:wikipedia,operator:wikidata,operator:wikipedia,source:www.posta.hu:date,ref:viztorony.hu
way,1080959579,Mikulásház,attraction,"POLYGON ((18.7699974 46.8705745, 18.7703175 46.8707002, 18.7703833 46.8706219, 18.7702442 46.8705673, 18.7702262 46.8705887, 18.7701729 46.8705678, 18.7701663 46.8705757, 18.7700386 46.8705255, 18.7699974 46.8705745))",,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9907757611, 9907757612, 9907757613, 9907757615, 9907757616, 9907757617, 9907757618, 9907757619, 9907757611]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,7671189,Lussonium,attraction,"POLYGON ((18.8821567 46.6571792, 18.8822211 46.6571276, 18.8822184 46.6569877, 18.8822023 46.6568625, 18.8821612 46.6567984, 18.8821433 46.6567705, 18.8821782 46.656625, 18.8822345 46.6565054, 18.8822238 46.6563636, 18.8821379 46.6562071, 18.882087 46.6560433, 18.8820548 46.6557506, 18.8819985 46.6554836, 18.8819851 46.6550547, 18.8820199 46.6549497, 18.8821004 46.654854, 18.8821272 46.6547803, 18.8822227 46.6546872, 18.8822211 46.654657, 18.8821674 46.6546257, 18.8820897 46.6545907, 18.8819958 46.6545557, 18.8818375 46.6545907, 18.8817222 46.6546662, 18.8816712 46.6548411, 18.8816793 46.6550123, 18.8817007 46.6551265, 18.8815934 46.6553069, 18.8815371 46.6555517, 18.8815479 46.6558076, 18.8815868 46.6560258, 18.8816028 46.6566288, 18.8815632 46.6567118, 18.8815451 46.6568098, 18.8816558 46.6569843, 18.8817107 46.6570959, 18.881794 46.6571643, 18.8819193 46.6571762, 18.8820226 46.6571994, 18.8821567 46.6571792))",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,"[[[4198699289, 4198699290, 1634530484, 4198695555, 4198695556, 4198695557, 4198695558, 4198695559, 4198695560, 4198695561, 4198695562, 4198695563, 4198695564, 4198695565, 4198695566, 4198695567, 4198695568, 4198695569, 4198695570, 4198695571, 4198695572, 4198695573], [4198695573, 5983535778, 4198695574, 4198695575, 4198695576, 4198695577, 4198695578, 4198695579, 4198695580, 4198695581, 4198695582, 4198695583, 4198695584, 4198695585, 3452836236, 4198695586, 4198695587, 4198695588, 4198699289]]]",,,,,,,,,,,,,,,,,,,,"[419875978, 534277191]",,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ancient_roman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,290188064,Cserencs Vadászház-Múzeum,attraction,POINT (18.8205426 46.2698369),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,871607437,Izraelita temető,attraction,POINT (18.9756745 46.519423),,,,,,,Jewish Cemetery,,,,,,,,cemetery,,,jewish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3009291903,Harangláb,attraction,POINT (19.0470063 46.5100308),,,,,,yes,,,,,,,,,,,,,,,,,,,,,campanile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3009291905,Sármégy templomrom,attraction,POINT (19.0989731 46.4795048),,,,,,ruins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3176553257,,attraction,POINT (18.5932871 46.3460597),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3176577165,,attraction,POINT (18.5936009 46.3466482),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3487703900,"MÁV 376 gőzmozdony, ""Panni""",attraction,POINT (18.9567543 46.1858712),,,,,,,,,,https://library.hungaricana.hu/hu/view/BacsKiskunMegyeiNepujsag_1957_04/?pg=118&layout=s,,,"Ez a gőzmozdony közlekedett a Baja-Hercegszántó vasútvonalon (az 1950-es évektől kezdve Csepregi Pál vezette https://library.hungaricana.hu/hu/view/BacsKiskunMegyeiNepujsag_1957_04/?pg=118&layout=s ) míg a síneket fel nem szedték, 1972-ben.",,,,,,,,,,,,,,,,,,,http://turistautak.hu/poi.php?id=73221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,steam,"MÁV 376,513",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4919807996,Hajósi Homokpuszta Természetvédelmi Terület,attraction,POINT (19.1647589 46.3235122),,,,,,,,,,http://knp.nemzetipark.gov.hu/index.php?pg=menu_1530,,,"A terület szabadon látogatható, de megközelítése nem egyszerű, távol esik minden forgalmas úttól.",,,,,,limited,,,,,,,,,,,,,,,,,nature_reserve,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,"ég: 7,44 magnitúdó határfényesség",,,,,,,,,,,,,,locality,,,,,,,,,,,,,"Kiskunsági Nemzeti Park Igazgatóság 6000 Kecskemét, Liszt F. u. 19.",,,,,,,,,,,,,,,,,,,,,http://geocaching.hu/caches.geo?id=3726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3118. Hajósi homokpuszta (GCHAHO),http://egkep.com/?nuhh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5616912014,Hungarian Grey cattle,attraction,POINT (19.1670534 46.4198322),,,,,,,,,,,Q776312,en:Hungarian Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7692111022,Ortodox templomok makettje,attraction,POINT (18.6121867 46.2878677),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9867578879,Bajai Hajómalom Egyesület,attraction,POINT (18.9260108 46.1810766),,,,,,,,,,http://bajaihajomalom.hu/,,,,,,,,,,Baja,,65,6500,Türr emlékmű part,,,,,,,,,,,,,,,,,,,,,,,+36306438904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,754356096,,attraction,"POLYGON ((18.7043058 46.3787127, 18.7043428 46.378769, 18.7043782 46.3787794, 18.7044225 46.3787655, 18.7044351 46.3787402, 18.7043794 46.3786555, 18.7043781 46.3786559, 18.7042471 46.3784562, 18.7040919 46.3785047, 18.7042051 46.3786772, 18.7041237 46.3787026, 18.7041794 46.3787873, 18.7042148 46.3787976, 18.7042591 46.3787838, 18.7042717 46.3787584, 18.7042526 46.3787294, 18.7043058 46.3787127))",,,,,,,,,,,,,"30 éve üzemen kívül, 2019-ben felújítása alatt, 2020-ban felfüggesztve",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7047461174, 7047461181, 7047461180, 7047461179, 7047461178, 7047461177, 7047461173, 7047461184, 7047469185, 7047461175, 7047469188, 7047469187, 7047461183, 7047461182, 7047469186, 7047461176, 7047461174]",,,8,,,,,,,,,,,,,,,Makovecz Imre,,,,,,,,,,,,,,,,hu:Makovecz Imre,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sió csárda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3464290279,Dunaszekcsői-löszfal,attraction,POINT (18.7623154 46.0884691),,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,SRTM,,,,,,,,cliff,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,locality,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4481489602,Sombereki templomrom,attraction,POINT (18.6387239 46.0775013),,,,,,ruins,,,,,,,,,,church,,christian,,,,,,,,,tower,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5230434695,Cselédlakás-sor,attraction,POINT (18.762783 45.9079451),,,,,,,,,,,,,"Agrár-ipari emlék, helyi védelem alattł;azonosító: +02899",,,,,,,Erdőfű,HU,,,,,,,,,,,http://muemlekem.hu/muemlek?id=15185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baranya Megye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5383821817,Burgus contra FLORENTIAM,attraction,POINT (18.7695676 46.0877538),,,,,,archaeological_site,,yes,370,http://muemlekem.hu/muemlek/show/2157,,,"LIMES Pannonia, római kori kikötőerőd",,,,,,,Dunafalva,,,6513,Felső Duna sor,,,,,,,,http://mek.oszk.hu/02100/02185/html/1324.html,,,,,,,,fortification,,fortification,,,,,,,,,Contra FLORENTIAM kikötőerőd,,,,,,,,2,,,,,,,,,Műemléki azonosító: 2157 ; törzsszám: 224,,,,,,5788,Római kikötőerőd,,,,,,,locality,,,,,,,,,,,,,,ancient_roman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
